Position,Title,Type,Stories_Title,Source_Name,Source_Icon,Source_Authors,Link,Thumbnail,Date,Extracted_Date,Extracted_Time,Source_Icon_Domain,Link_Domain,Thumbnail_Domain,title_length,source_encoded,extracted_date,recency_factor,popularity_score,Sentiment_Score,Compound,Positive,Negative,Neutral,Sentiment_Label,polarity,sentiment_score
37,cvs workers strike at  california locations seeking better pay health care,block,,Fox Business,https://lh3.googleusercontent.com/RAFzyvmYyGgB2jIirGiddSZ1gmHO3A3MJ6wWUVwPbqOaQ4PmI4_BNIHNYMse3OnvN7yeZk25VFQ,Landon Mion,https://www.foxbusiness.com/economy/cvs-workers-strike-7-california-locations-seeking-better-pay-health-care,https://static.foxbusiness.com/foxbusiness.com/content/uploads/2024/03/CVS-Pharmacy.jpg,2024-10-21 09:48:00+00:00,2024-10-21,09:48:00,lh3.googleusercontent.com,www.foxbusiness.com,static.foxbusiness.com,74,161,2024-10-21,14,0.2980038022813687,"{'neg': 0.181, 'neu': 0.438, 'pos': 0.381, 'compound': 0.6369}",0.6369,0.381,0.181,0.438,Positive,0.5,0.5
38,starboard targets another health company why kenvue is in its sights,block,,Barron's,https://lh3.googleusercontent.com/m-X2HbycVv69bHaPPRLUQqHewFp6sKnZimopA8xL-eSV3xctI-mCZIEJex6XBinCC54ucwYS,Elsa Ohlen,https://www.barrons.com/articles/starboard-kenvue-stock-activist-67da8c3d,https://images.barrons.com/im-839702?size=1.5,2024-10-21 09:51:00+00:00,2024-10-21,09:51:00,lh3.googleusercontent.com,www.barrons.com,images.barrons.com,68,35,2024-10-21,14,0.1069391634980988,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.0,0.0
39,singapore invests m for public health genai adoption,block,,Healthcare IT News,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.healthcareitnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Adam Ang,https://www.healthcareitnews.com/news/asia/singapore-invests-150m-public-health-genai-adoption,https://www.healthcareitnews.com/sites/hitn/files/styles/348x196/public/SomkidUdomkijmongkol1200.jpg?itok=CeCZZY88,2024-10-21 05:32:00+00:00,2024-10-21,05:32:00,encrypted-tbn1.gstatic.com,www.healthcareitnews.com,www.healthcareitnews.com,52,189,2024-10-21,14,0.2961026615969581,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.0,0.0
40,attacks on hospitals and health workers jeopardize provision of health in lebanon,block,,World Health Organization (WHO),"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.who.int&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.who.int/news/item/16-10-2024-attacks-on-hospitals-and-health-workers-jeopardize-provision-of-health-in-lebanon,https://cdn.who.int/media/images/default-source/emergencies-and-disasters/2023---conflict-in-israel-and-the-occupied-palestinian-territory/ambulance-in-beirut.tmb-1200v.jpg?sfvrsn=1849684f_6,2024-10-15 18:05:00+00:00,2024-10-15,18:05:00,encrypted-tbn3.gstatic.com,www.who.int,cdn.who.int,81,561,2024-10-15,20,0.8816268332428026,"{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0.0,0.209,0.791,Negative,0.0,0.0
41,building trust through data for dallas county public health,block,,Governing,https://lh3.googleusercontent.com/cFrei8LVX4Eb9dXlukBrEIZlNlOTLoaeWzWHP11YZ1o3URAuU9vTVixwom3jBbahe3udb3f19A,"Ashley Silver, Carl Smith, Paul W. Taylor",https://www.governing.com/podcasts/future-in-context/building-trust-through-data-for-dallas-county-public-health,https://erepublic.brightspotcdn.com/dims4/default/6bcb131/2147483647/strip/true/crop/1920x1001+0+0/resize/840x438!/quality/90/?url=http%3A%2F%2Ferepublic-brightspot.s3.us-west-2.amazonaws.com%2Fee%2Fd8%2F563bc70f4103a561e475c63d30cb%2Ftfic-huang-vi.png,2024-10-21 04:03:00+00:00,2024-10-21,04:03:00,lh3.googleusercontent.com,www.governing.com,erepublic.brightspotcdn.com,59,178,2024-10-21,14,0.2937262357414448,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.5106}",0.5106,0.292,0.0,0.708,Positive,0.0,0.0
42,california expands access to traditional healing for substance use treatment,block,,Office of Governor Gavin Newsom,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.gov.ca.gov&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Gavin Newsom,https://www.gov.ca.gov/2024/10/16/california-expands-access-to-traditional-healing-for-substance-use-treatment/,https://www.gov.ca.gov/wp-content/uploads/2024/10/Traditional-Healing.png,2024-10-16 19:36:00+00:00,2024-10-16,19:36:00,encrypted-tbn2.gstatic.com,www.gov.ca.gov,www.gov.ca.gov,76,319,2024-10-16,19,0.5270674904942966,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.1027}",0.1027,0.135,0.0,0.865,Positive,0.0,0.0
43,why greg adams believes risant health will be successful in its mission to scale vbc across the country,block,,MedCity News,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://medcitynews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Katie Adams,https://medcitynews.com/2024/10/kaiser-permanente-healthcare-hlth/,https://medcitynews.com/wp-content/uploads/sites/7/2017/03/GettyImages-513443516-600x399.jpg,2024-10-21 05:13:00+00:00,2024-10-21,05:13:00,encrypted-tbn0.gstatic.com,medcitynews.com,medcitynews.com,103,262,2024-10-21,14,0.4971482889733838,"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.5859}",0.5859,0.183,0.0,0.817,Positive,0.75,0.75
44,king charles iii forced to leave event due to health problems amid chemotherapy treatment,block,,Marca English,https://lh3.googleusercontent.com/iBPEwdzTGkYe3NC7JMGaOwunH0Iqis9R2cCPL8H-6ybKxZ4pQM5iBmLvLzVu96obz9_ENWVPOw,,https://www.marca.com/en/lifestyle/uk-news/2024/10/20/67153dcfca4741e50f8b456d.html,https://phantom-marca.unidadeditorial.es/87dff982dc8d3329157952c928577a35/resize/1200/f/webp/assets/multimedia/imagenes/2024/10/20/17294428715600.jpg,2024-10-20 17:45:00+00:00,2024-10-20,17:45:00,lh3.googleusercontent.com,www.marca.com,phantom-marca.unidadeditorial.es,89,257,2024-10-20,15,0.4633971007604561,"{'neg': 0.385, 'neu': 0.615, 'pos': 0.0, 'compound': -0.7096}",-0.7096,0.0,0.385,0.615,Negative,-0.21250000000000002,-0.21250000000000002
45,john forces daughter gives health update as she hints at nhra return,block,,Newsweek,https://lh3.googleusercontent.com/eLLZm4U3hIKCd3_vry68fnVBy2-w_9ykOTPTNkXghoQbO96GNDa755h0Y1BVIQGjE-bkVovxqk8,Lydia Mee,https://www.newsweek.com/sports/racing/john-forces-daughter-gives-health-update-she-hints-nhra-return-1971959,https://d.newsweek.com/en/full/2416044/john-force.jpg?w=1280&h=720&l=35&t=36&q=88&f=6df0e7b2a953d66f73c118b21e884af7,2024-10-20 22:07:00+00:00,2024-10-20,22:07:00,lh3.googleusercontent.com,www.newsweek.com,d.newsweek.com,68,316,2024-10-20,15,0.5075986216730037,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.0,0.0
46,medicaid will cover traditional healing practices for native americans in  states,block,,NPR,https://lh3.googleusercontent.com/n1J5BgiRjTv0UA7P7ow6a4W1NsYEz8yc-Cbr539Q-le21-0uoqwGOIItzyalR8JOHXxwAL7eng,Lesley McClurg,https://www.npr.org/sections/shots-health-news/2024/10/19/nx-s1-5157931/medicaid-traditional-healing-native-american-tribes,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/1024x683+0+0/resize/1100/quality/85/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F01%2Fe3%2Fb691db8f4f4aa7a8bcdc506c144b%2Fgettyimages-1322038432.jpg,2024-10-19 11:00:00+00:00,2024-10-19,11:00:00,lh3.googleusercontent.com,www.npr.org,npr.brightspotcdn.com,81,297,2024-10-19,16,0.5052169537016327,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.0,0.0
47,trump again refuses to release current health records as harris questions his fitness,block,,CNBC,https://lh3.googleusercontent.com/x6yA8OWeMmbiC9XXY4qz7R-sjJwLGs7d04RUeu6hxzPJw2myDjIdJnhBxKzvik9DbC3_J3tm,Kevin Breuninger,https://www.cnbc.com/2024/10/18/trump-health-records-harris-exhausted.html,https://image.cnbcfm.com/api/v1/image/108049972-1729282832381-gettyimages-2179388594-wm_10127_r9ijzrbp.jpeg?v=1729282901&w=1600&h=900,2024-10-18 22:53:00+00:00,2024-10-18,22:53:00,lh3.googleusercontent.com,www.cnbc.com,image.cnbcfm.com,85,55,2024-10-18,17,0.1677598225602027,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",0.2732,0.149,0.0,0.851,Positive,0.0,0.0
48,how rural emergency hospital designations may ease kansas health care crisis,block,,The Topeka Capital-Journal,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.cjonline.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Jack Harvel,https://www.cjonline.com/story/news/politics/state/2024/10/21/will-rural-emergency-hospitals-help-kansas-out-of-health-care-crisis/75684229007/,"https://www.cjonline.com/gcdn/authoring/authoring-images/2024/10/15/NTCJ/75684174007-20241009-rural-hospital-en-6.jpg?crop=5999,3375,x0,y312&width=660&height=371&format=pjpg&auto=webp",2024-10-21 09:11:00+00:00,2024-10-21,09:11:00,encrypted-tbn3.gstatic.com,www.cjonline.com,www.cjonline.com,76,470,2024-10-21,14,0.7423954372623573,"{'neg': 0.345, 'neu': 0.361, 'pos': 0.294, 'compound': -0.25}",-0.25,0.294,0.345,0.361,Negative,0.0,0.0
49,cities face severe degradation without meaningful climate action warn experts,block,,Health Policy Watch,"https://encrypted-tbn0.gstatic.com/faviconV2?url=https://healthpolicy-watch.news&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://healthpolicy-watch.news/cities-face-severe-degradation-without-meaningful-climate-action-warn-experts/,https://healthpolicy-watch.news/wp-content/uploads/2024/10/fons-heijnsbroek-06dXx83PbTo-unsplash-1024x768.jpg,2024-10-21 09:26:00+00:00,2024-10-21,09:26:00,encrypted-tbn0.gstatic.com,healthpolicy-watch.news,healthpolicy-watch.news,77,186,2024-10-21,14,0.3393536121673002,"{'neg': 0.609, 'neu': 0.391, 'pos': 0.0, 'compound': -0.8106}",-0.8106,0.0,0.609,0.391,Negative,0.3,0.3
50,my health record sharing law eyed and more briefs,block,,Healthcare IT News,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.healthcareitnews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Adam Ang,https://www.healthcareitnews.com/news/anz/my-health-record-sharing-law-eyed-and-more-briefs,https://www.healthcareitnews.com/sites/hitn/files/web_xl-589546222.JPG,2024-10-21 00:25:00+00:00,2024-10-21,00:25:00,encrypted-tbn1.gstatic.com,www.healthcareitnews.com,www.healthcareitnews.com,49,189,2024-10-21,14,0.2903992395437261,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",0.4215,0.259,0.0,0.741,Positive,0.5,0.5
51,a partial victory for some consol retirees but an uncertain path for others who lost health care coverage,block,,Pittsburgh Post-Gazette,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.post-gazette.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Anya Litvak,https://www.post-gazette.com/business/powersource/2024/10/21/consol-murray-coal-retirement-unions/stories/202410200066,https://9b16f79ca967fd0708d1-2713572fef44aa49ec323e813b06d2d9.ssl.cf2.rackcdn.com/1140x_a10-7_cTC/20241017jgcoalminer-1729457895.jpg,2024-10-21 09:30:00+00:00,2024-10-21,09:30:00,encrypted-tbn1.gstatic.com,www.post-gazette.com,9b16f79ca967fd0708d1-2713572fef44aa49ec323e813b06d2d9.ssl.cf2.rackcdn.com,105,341,2024-10-21,14,0.6135931558935361,"{'neg': 0.23, 'neu': 0.599, 'pos': 0.172, 'compound': -0.1154}",-0.1154,0.172,0.23,0.599,Negative,-0.1,-0.1
52,health practitioners discuss impact of political toxicity,block,,Marquette Mining Journal,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.miningjournal.net&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Noah Johnson,https://www.miningjournal.net/news/front-page-news/2024/10/health-practitioners-discuss-impact-of-political-toxicity/,https://ogden_images.s3.amazonaws.com/www.miningjournal.net/images/2024/10/20162812/toxic_0772-1100x733-1.jpeg,2024-10-21 07:02:00+00:00,2024-10-21,07:02:00,encrypted-tbn1.gstatic.com,www.miningjournal.net,ogden_images.s3.amazonaws.com,57,259,2024-10-21,14,0.4054182509505702,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.0,0.0
53,mountain town confronts an unexpected public health catastrophe,block,,CNN,https://lh3.googleusercontent.com/8zdvTbISHUn-4iHkauW-_yQSGPD9BMrx9EWfqTIhiVm2YMYqhHC1HJWNDQoSOkMk0MRPYKxjIg,,https://www.cnn.com/2024/10/17/health/asheville-helene-public-health-partner-kff-health-news/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/asheville01.jpg?c=16x9&q=h_833,w_1480,c_fill",2024-10-17 09:00:00+00:00,2024-10-17,09:00:00,lh3.googleusercontent.com,www.cnn.com,media.cnn.com,63,57,2024-10-17,18,0.1287822693616169,"{'neg': 0.512, 'neu': 0.488, 'pos': 0.0, 'compound': -0.743}",-0.743,0.0,0.512,0.488,Negative,0.05,0.05
54,ceriale family foundation m gift will support student mental health,block,,Cornell Chronicle,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://news.cornell.edu&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Susan Kelley,https://news.cornell.edu/stories/2024/10/ceriale-family-foundation-20m-gift-will-support-student-mental-health,https://news.cornell.edu/sites/default/files/styles/story_thumbnail_xlarge/public/2024-10/1017_gift1.png?itok=DcLlQX8L,2024-10-17 18:03:00+00:00,2024-10-17,18:03:00,encrypted-tbn1.gstatic.com,news.cornell.edu,news.cornell.edu,67,86,2024-10-17,18,0.177736641985191,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6808}",0.6808,0.412,0.0,0.588,Positive,-0.1,-0.1
55,announcement regarding linda fried dean of the mailman school of public health,block,,"The Office of the President, Columbia University","https://encrypted-tbn0.gstatic.com/faviconV2?url=https://president.columbia.edu&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://president.columbia.edu/news/announcement-regarding-linda-fried-dean-mailman-school-public-health,https://president.columbia.edu/sites/default/files/styles/cu_crop/public/content/Announcements/linda-fried-1-diane-bondareff-columbia.jpg?itok=nHkkk4Yo,2024-10-16 20:50:00+00:00,2024-10-16,20:50:00,encrypted-tbn0.gstatic.com,president.columbia.edu,president.columbia.edu,78,459,2024-10-16,19,0.7304895437262354,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.0,0.0
56,federal benefits health fairs scheduled for november and december in northwest wa,block,,My Edmonds News,https://lh3.googleusercontent.com/AM3uSBRWzc3Rml9a8NQoW5GsKAV9RlEZ8INKHZLG7W6A-xEbCJxV1v3UJDm6N8MoxVlC-iCHnQ,,https://myedmondsnews.com/2024/10/federal-benefits-health-fairs-scheduled-for-november-and-december-in-northwest-wa/,https://dpa730eaqha29.cloudfront.net/myedmondsnews/wp-content/uploads/2024/10/doctor-6701410_960_720-750x418.webp,2024-10-21 04:24:00+00:00,2024-10-21,04:24:00,lh3.googleusercontent.com,myedmondsnews.com,dpa730eaqha29.cloudfront.net,81,280,2024-10-21,14,0.4809885931558934,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.3818}",0.3818,0.191,0.0,0.809,Positive,0.0,0.0
57,who welcomes health ministers to manila to consider a new vision and actions to improve health in the region,block,,World Health Organization (WHO),"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.who.int&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.who.int/westernpacific/news/item/21-10-2024-who-welcomes-health-ministers-to-manila-to-consider-a-new-vision-and-actions-to-improve-health-in-the-region,https://www.who.int/images/default-source/wpro/regional-committee/session-75/ca9a8005_1920.tmb-1200v.jpg?Culture=en&sfvrsn=201df845_1,2024-10-21 05:31:00+00:00,2024-10-21,05:31:00,encrypted-tbn3.gstatic.com,www.who.int,www.who.int,108,561,2024-10-21,14,0.9329847908745246,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.765}",0.765,0.322,0.0,0.678,Positive,0.13636363636363635,0.13636363636363635
58,community advocates campaign for healthcare at atlanta medical center site,block,,Atlanta News First,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.atlantanewsfirst.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.atlantanewsfirst.com/2024/10/21/community-advocates-campaign-healthcare-atlanta-medical-center-site/,https://gray-wgcl-prod.gtv-cdn.com/resizer/v2/https%3A%2F%2Fdo0bihdskp9dy.cloudfront.net%2F10-21-2024%2Ft_61053f311ff5499ab1cf63d3560ccc32_name_vlcsnap_2024_10_20_22h36m36s405.png?auth=98794be50f194a9c749ccedcb0b097e92c8848c6c7e8bda33834cf9854b407cf&width=1920&height=1080&smart=true,2024-10-21 02:42:00+00:00,2024-10-21,02:42:00,encrypted-tbn2.gstatic.com,www.atlantanewsfirst.com,gray-wgcl-prod.gtv-cdn.com,74,24,2024-10-21,14,0.1026615969581748,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,-0.05,-0.05
59,cvs health ceo karen lynch steps down replaced by david joyner after  stock plunge,block,,CBS News,https://lh3.googleusercontent.com/dXy0k7AMf-wXfnj2AtaLk3rZcPGjClkFvKSAQnjoLp9wa_ggxST_WSGqovh984zY8mf3vDmt,,https://www.cbsnews.com/news/cvs-health-ceo-karen-lynch-david-joyner/,https://assets3.cbsnewsstatic.com/hub/i/r/2024/05/28/1a2ac2df-258b-44cb-9b0b-3f9da849fff3/thumbnail/1200x630/2f156893354a0a2bc5b9ff2bba983ffb/gettyimages-1212846677.jpg?v=edba3a63b5392b4c81ae19d894992d91,2024-10-18 23:54:00+00:00,2024-10-18,23:54:00,lh3.googleusercontent.com,www.cbsnews.com,assets3.cbsnewsstatic.com,82,52,2024-10-18,17,0.1577788339670469,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,-0.15555555555555559,-0.15555555555555559
60,the effect of antitrans laws on lgbtq youth mental health,block,,MetroFocus,"https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.thirteen.org&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.thirteen.org/programs/pbs-newshour/youth-mental-health-1729453539/,https://image.pbs.org/video-assets/g9v8LO2-asset-mezzanine-16x9-pN3bkVA.jpg,2024-10-20 22:40:00+00:00,2024-10-20,22:40:00,encrypted-tbn1.gstatic.com,www.thirteen.org,image.pbs.org,57,268,2024-10-20,15,0.4182450095057032,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,-0.1,-0.1
61,horrifying mistake to take organs from a living person was averted witnesses say,block,,NPR,https://lh3.googleusercontent.com/n1J5BgiRjTv0UA7P7ow6a4W1NsYEz8yc-Cbr539Q-le21-0uoqwGOIItzyalR8JOHXxwAL7eng,Rob Stein,https://www.npr.org/sections/shots-health-news/2024/10/16/nx-s1-5113976/organ-transplantion-mistake-brain-dead-surgery-still-alive,https://npr.brightspotcdn.com/dims3/default/strip/false/crop/1500x1200+0+0/resize/1100/quality/85/format/jpeg/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2F3d%2F82%2Ff0a8a812453cab2405bdcaf5499e%2Fimg-3312-crop.jpg,2024-10-17 09:00:00+00:00,2024-10-17,09:00:00,lh3.googleusercontent.com,www.npr.org,npr.brightspotcdn.com,80,297,2024-10-17,18,0.5033069841905142,"{'neg': 0.425, 'neu': 0.575, 'pos': 0.0, 'compound': -0.7506}",-0.7506,0.0,0.425,0.575,Negative,-0.9,-0.9
62,fayette health department is still seeking a permanent commissioner,block,,WEKU,https://lh3.googleusercontent.com/MWrEEvSe_CeVdPbJGFQtOu_jHHQI1kdKK_jsnYpEeghIFgC1gkLeCWqB6hlcKUnICwKvNR8QeQ,Stu Johnson,https://www.weku.org/lexington-richmond/2024-10-20/fayette-health-department-is-still-seeking-a-permanent-commissioner,https://npr.brightspotcdn.com/dims4/default/5a6221f/2147483647/strip/true/crop/1920x1678+0+0/resize/880x769!/quality/90/?url=http%3A%2F%2Fnpr-brightspot.s3.amazonaws.com%2Fc0%2Fbb%2Fe6ffa951447ea8971736014a6b61%2F4drsteve.jpg,2024-10-20 23:04:00+00:00,2024-10-20,23:04:00,lh3.googleusercontent.com,www.weku.org,npr.brightspotcdn.com,67,529,2024-10-20,15,0.8094047053231939,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.0,0.0
63,opinion project  plan for health care enough to make you sick,block,,Press Herald,https://lh3.googleusercontent.com/doR1xOj6Ngz1IH8S58ZhidKJtwdtu-iY77EKzRrpJd9VyejV5tVWlaPAV1r2M3w8NCTM6g-cXw,,https://www.pressherald.com/2024/10/21/opinion-project-2025s-plan-for-health-care-enough-to-make-you-sick/,https://www.pressherald.com/wp-content/uploads/sites/4/2024/10/Abortion_Oklahoma_28838-1729257118.jpg,2024-10-21 08:00:00+00:00,2024-10-21,08:00:00,lh3.googleusercontent.com,www.pressherald.com,www.pressherald.com,61,346,2024-10-21,14,0.5370722433460076,"{'neg': 0.213, 'neu': 0.581, 'pos': 0.206, 'compound': -0.0258}",-0.0258,0.206,0.213,0.581,Neutral,-0.35714285714285715,-0.35714285714285715
64,vote with support for mental health and addiction in mind,block,,Star Tribune,https://lh3.googleusercontent.com/OOs7MPIrbXwV4N0rq9X2jjKkwvj_GeDwqZOAh-CTrQnRnQV_XvmH26iE5rbplYHEXabqwlh-nI4,David Wellstone,https://www.startribune.com/vote-with-support-for-mental-health-and-addiction-in-mind/601165384,https://cloudfront-us-east-1.images.arcpublishing.com/startribunemedia/5W6LPBMVBRHX7D56DTZWOEAPLQ.jpg,2024-10-20 23:05:00+00:00,2024-10-20,23:05:00,lh3.googleusercontent.com,www.startribune.com,cloudfront-us-east-1.images.arcpublishing.com,57,402,2024-10-20,15,0.6093096482889734,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,0.231,0.0,0.769,Positive,-0.1,-0.1
65,milford health inspectors cite  food establishments in september inspections,block,,CTPost,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.ctpost.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Richard Chumney,https://www.ctpost.com/news/article/milford-health-inspectors-cite-25-food-19846092.php,https://s.hdnux.com/photos/01/41/01/22/25433252/5/ratio3x2_1920.jpg,2024-10-20 09:15:00+00:00,2024-10-20,09:15:00,encrypted-tbn3.gstatic.com,www.ctpost.com,s.hdnux.com,76,59,2024-10-20,15,0.1563628802281368,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.0,0.0
66,tijuana river valley health assessment in partnership with cdc begins,block,,countynewscenter.com,"https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.countynewscenter.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",,https://www.countynewscenter.com/tijuana-river-valley-health-assessment-in-partnership-with-cdc-begins/,https://www.countynewscenter.com/wp-content/uploads/CASPER.jpg,2024-10-17 14:04:00+00:00,2024-10-17,14:04:00,encrypted-tbn3.gstatic.com,www.countynewscenter.com,www.countynewscenter.com,69,574,2024-10-17,18,0.8773564138483088,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,0.0,0.0
67,what causes resistance in the black community to mental health services,block,,Psychology Today,"https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.psychologytoday.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE,SIZE,URL",Lisa Liggins-chambers,https://www.psychologytoday.com/intl/blog/spotlight-on-special-education/202410/resistance-in-the-black-community-to-mental-health,https://cdn2.psychologytoday.com/assets/styles/manual_crop_16_9_1200x675/public/teaser_image/blog_entry/2024-10/IMG_2698.jpeg.jpg?itok=ofGrMRB5,2024-10-21 02:08:00+00:00,2024-10-21,02:08:00,encrypted-tbn2.gstatic.com,www.psychologytoday.com,cdn2.psychologytoday.com,71,349,2024-10-21,14,0.5603612167300379,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,Neutral,-0.13333333333333333,-0.13333333333333333
68,drug costs abortion obamacare how trump and harris could change us health care,block,,CNBC,https://lh3.googleusercontent.com/x6yA8OWeMmbiC9XXY4qz7R-sjJwLGs7d04RUeu6hxzPJw2myDjIdJnhBxKzvik9DbC3_J3tm,Annika Kim Constantino,https://www.cnbc.com/2024/10/19/2024-election-trump-harris-plans-on-drug-costs-abortion-obamacare-differ.html,https://image.cnbcfm.com/api/v1/image/108044640-1728390568398-Untitled-1.jpg?v=1729269173&w=1600&h=900,2024-10-19 12:00:00+00:00,2024-10-19,12:00:00,lh3.googleusercontent.com,www.cnbc.com,image.cnbcfm.com,78,55,2024-10-19,16,0.1544564974278684,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4939}",0.4939,0.211,0.0,0.789,Positive,0.0,0.0
69,should you be taking a daily wellness shot what you need to know,block,,Health.com,https://lh3.googleusercontent.com/Ju9o1a8GPuPJOZxOi0xgAAfER690sGuRM4IYYg56gH8SC3I4mYJTmDu0oSZ9CEEI3XejBa3fsDU,Devinee Lingo,https://www.health.com/wellness-shots-8723851,https://www.health.com/thmb/M6QpXRIZr3IpNnwv_j7h1PnKQaU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Health-GettyImages-1222391893-15c9eecbf5e94658bff5167fc69aaee9.jpg,2024-10-21 09:00:00+00:00,2024-10-21,09:00:00,lh3.googleusercontent.com,www.health.com,www.health.com,64,187,2024-10-21,14,0.3160646387832699,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,0.195,0.0,0.805,Positive,0.0,0.0
